measure,sens_attr,is_fair,counts
positive_predictive_value_parity,fujifilm | transcend,True,5.0
positive_predictive_value_parity,mefoto | vanguard,True,4.0
positive_predictive_value_parity,canon | case logic,True,4.0
positive_predictive_value_parity,gopro | manfrotto,True,7.0
positive_predictive_value_parity,kupo | other,True,8.0
positive_predictive_value_parity,kingston | sandisk,True,1.0
positive_predictive_value_parity,fujifilm | panasonic,True,4.0
positive_predictive_value_parity,sony | vanguard,True,1.0
positive_predictive_value_parity,gopro | sony,True,7.0
positive_predictive_value_parity,neewer | veho,True,4.0
positive_predictive_value_parity,vanguard | vanguard,True,2.0
positive_predictive_value_parity,kupo | nikon,True,1.0
positive_predictive_value_parity,case logic | case logic,True,2.0
positive_predictive_value_parity,samsung | sony,True,4.0
positive_predictive_value_parity,arlo | arlo,True,4.0
positive_predictive_value_parity,canon | kupo,True,1.0
positive_predictive_value_parity,canon | tamron,True,1.0
positive_predictive_value_parity,mefoto | mefoto,True,1.0
positive_predictive_value_parity,other | samsung,True,2.0
positive_predictive_value_parity,manfrotto | vanguard,True,4.0
positive_predictive_value_parity,d-link | veho,True,1.0
positive_predictive_value_parity,garmin | panasonic,True,1.0
positive_predictive_value_parity,pentax | pentax,True,4.0
positive_predictive_value_parity,nikon | vanguard,True,2.0
positive_predictive_value_parity,netgear | vigilance,True,2.0
positive_predictive_value_parity,sony | tamron,True,2.0
positive_predictive_value_parity,kupo | manfrotto,True,1.0
positive_predictive_value_parity,sigma | tamron,True,3.0
positive_predictive_value_parity,d-link | sony,True,1.0
positive_predictive_value_parity,kupo | sony,True,1.0
positive_predictive_value_parity,case logic | gopro,True,3.0
positive_predictive_value_parity,netgear | netgear,True,5.0
positive_predictive_value_parity,neewer | pentax,True,1.0
positive_predictive_value_parity,kingston | kupo,True,1.0
positive_predictive_value_parity,netgear | other,True,2.0
positive_predictive_value_parity,manfrotto | veho,True,1.0
positive_predictive_value_parity,pentax | tamron,True,1.0
positive_predictive_value_parity,olympus | pentax,True,1.0
positive_predictive_value_parity,d-link | gopro,True,1.0
positive_predictive_value_parity,d-link | fujifilm,True,1.0
positive_predictive_value_parity,neewer | neewer,True,1.0
positive_predictive_value_parity,samsung | tamron,True,1.0
positive_predictive_value_parity,chromo | neewer,True,1.0
positive_predictive_value_parity,nikon | tamron,True,1.0
positive_predictive_value_parity,panasonic | tamron,True,2.0
positive_predictive_value_parity,chromo | pentax,True,1.0
positive_predictive_value_parity,kingston | other,True,2.0
positive_predictive_value_parity,mefoto | other,True,1.0
positive_predictive_value_parity,fujifilm | vigilance,True,1.0
positive_predictive_value_parity,fujifilm | sandisk,True,1.0
positive_predictive_value_parity,canon | kingston,True,1.0
positive_predictive_value_parity,olympus | olympus,True,1.0
positive_predictive_value_parity,leica | netgear,True,1.0
positive_predictive_value_parity,logitech | transcend,True,1.0
